MARCA,MODELO,TRANSMISSAO,TP_COMBUSTIVEL,MOTO_SIZE,ANO,QUILOMETRAGEM,PRECO
TOYOTA, Corolla,Manual,Gasolina,1.8,2004,111000,1250000
TOYOTA, Corolla,Manual,Gasolina,1.2,2019,5517,16495000
TOYOTA, Corolla,Manual,Gasolina,1.2,2019,3792,17995000
TOYOTA, Corolla,Manual,Gasolina,1.2,2019,5139,16495000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,42,23995000
TOYOTA, Corolla,Automático,Gasolina,2,2020,100,25995000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,10932,22250000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,14198,19995000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,9111,22485000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,5372,20985000
TOYOTA, Corolla,Automático,Gasolina,2,2019,17095,21999000
TOYOTA, Corolla,Manual,Gasolina,1.2,2019,20,17999000
TOYOTA, Corolla,Manual,Gasolina,1.2,2019,20,17499000
TOYOTA, Corolla,Manual,Gasolina,1.2,2019,18020,16299000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,9244,21450000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,10436,20499000
TOYOTA, Corolla,Manual,Gasolina,1.2,2019,15,16491000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,7899,21450000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,8908,21450000
TOYOTA, Corolla,Automático,Gasolina,1.8,2003,102000,2195000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,4800,21995000
TOYOTA, Corolla,Automático,Gasolina,2,2019,3698,22691000
TOYOTA, Corolla,Manual,Gasolina,1.2,2019,10,15991000
TOYOTA, Corolla,Manual,Gasolina,1.2,2019,10,15991000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,8239,23490000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,9317,25495000
TOYOTA, Corolla,Automático,Gasolina,1.6,2001,76000,899000
TOYOTA, Corolla,Manual,Gasolina,1.2,2019,15,17790000
TOYOTA, Corolla,Manual,Gasolina,1.2,2019,10,17990000
TOYOTA, Corolla,Manual,Gasolina,1.2,2019,10,16990000
TOYOTA, Corolla,Manual,Gasolina,1.8,2008,76300,4295000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,7841,19795000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,10513,23395000
TOYOTA, Corolla,Manual,Gasolina,1.2,2019,6597,18700000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,6289,22700000
TOYOTA, Corolla,Manual,Gasolina,1.2,2019,97,16790000
TOYOTA, Corolla,Automático,Gasolina,2,2019,3628,23700000
TOYOTA, Corolla,Automático,Gasolina,2,2020,3675,26700000
TOYOTA, Corolla,Automático,Gasolina,2,2019,8087,23650000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,12000,21990000
TOYOTA, Corolla,Manual,Gasolina,1.2,2020,3000,19790000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,8000,20450000
TOYOTA, Corolla,Manual,Gasolina,1.2,2019,3837,16200000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,3993,21491000
TOYOTA, Corolla,Automático,Other,2,2020,1112,25990000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,9300,21850000
TOYOTA, Corolla,Automático,Gasolina,1.8,2020,3000,23550000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,13000,21991000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,9000,22850000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,9968,19990000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,10175,19990000
TOYOTA, Corolla,Automático,Gasolina,2,2019,4000,25650000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,15481,21350000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,7000,22990000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,6000,22990000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,7000,23650000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,10055,21990000
TOYOTA, Corolla,Manual,Gasolina,1.2,2020,3000,18990000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,6610,21500000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,9823,21690000
TOYOTA, Corolla,Automático,Gasolina,2,2019,9000,22750000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,8563,22250000
TOYOTA, Corolla,Automático,Gasolina,2,2019,2165,24495000
TOYOTA, Corolla,Automático,Gasolina,2,2019,6568,24295000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,7575,22000000
TOYOTA, Corolla,Manual,Gasolina,1.2,2019,6170,16500000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,6033,23500000
TOYOTA, Corolla,Manual,Gasolina,1.8,2007,71248,2795000
TOYOTA, Corolla,Manual,Gasoléo,1.4,2005,88150,2495000
TOYOTA, Corolla,Manual,Gasolina,1.6,2005,77500,3495000
TOYOTA, Corolla,Manual,Gasolina,1.8,2004,96000,2095000
TOYOTA, Corolla,Automático,Gasolina,2,2019,3568,23250000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,7792,21494000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,10353,21249000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,7125,21250000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,8661,21995000
TOYOTA, Corolla,Automático,Gasolina,1.8,2019,4319,22995000
TOYOTA, RAV4,Automático,Other,2.5,2019,13326,30500000
TOYOTA, RAV4,Automático,Gasolina,2.5,2017,30379,20000000
TOYOTA, RAV4,Manual,Gasoléo,2,2017,25271,16500000
TOYOTA, RAV4,Manual,Gasoléo,2,2016,11291,15995000
TOYOTA, RAV4,Manual,Gasoléo,2,2015,45757,13500000
TOYOTA, RAV4,Automático,Gasolina,2.5,2017,25170,22480000
TOYOTA, RAV4,Automático,Gasoléo,2.2,2015,43830,13698000
TOYOTA, RAV4,Automático,Gasolina,2.5,2016,58377,17998000
TOYOTA, RAV4,Manual,Gasoléo,2,2016,40054,14998000
TOYOTA, RAV4,Automático,Gasoléo,2.2,2013,45322,10998000
TOYOTA, RAV4,Manual,Gasoléo,2,2016,32061,13498000
TOYOTA, RAV4,Automático,Gasolina,2,2017,26528,17500000
TOYOTA, RAV4,Automático,Gasolina,2,2017,37539,16498000
TOYOTA, RAV4,Manual,Gasoléo,2,2014,80049,9698000
TOYOTA, RAV4,Manual,Gasoléo,2,2016,35286,14817000
TOYOTA, RAV4,Automático,Gasolina,2.5,2019,9650,29399000
TOYOTA, RAV4,Automático,Gasolina,2.5,2019,7017,32995000
TOYOTA, RAV4,Automático,Gasolina,2.5,2016,40827,19995000
TOYOTA, RAV4,Automático,Gasolina,2.5,2016,18000,20495000
TOYOTA, RAV4,Automático,Gasolina,2.5,2016,29489,21495000
TOYOTA, RAV4,Automático,Gasolina,2.5,2019,20124,29995000
TOYOTA, RAV4,Automático,Gasolina,2.5,2016,41060,20495000
TOYOTA, RAV4,Automático,Gasolina,2.5,2017,25000,20795000
TOYOTA, RAV4,Manual,Gasoléo,2,2015,49150,11995000
TOYOTA, RAV4,Manual,Gasoléo,2,2016,71046,13995000
TOYOTA, RAV4,Manual,Gasoléo,2,2014,69401,12995000
TOYOTA, RAV4,Manual,Gasoléo,2,2016,49097,14495000
TOYOTA, RAV4,Manual,Gasoléo,2,2016,39591,14695000
TOYOTA, RAV4,Automático,Gasolina,2.5,2019,9727,29498000
TOYOTA, RAV4,Automático,Gasolina,2.5,2019,9258,31498000
TOYOTA, RAV4,Automático,Gasoléo,2.2,2014,47545,11498000
TOYOTA, RAV4,Manual,Gasoléo,2,2014,50709,10998000
TOYOTA, RAV4,Automático,Gasolina,2,2017,10957,20498000
TOYOTA, RAV4,Manual,Gasoléo,2.2,2013,54057,10498000
TOYOTA, RAV4,Manual,Gasoléo,2,2015,60998,9998000
TOYOTA, RAV4,Manual,Gasoléo,2,2015,41486,12998000
TOYOTA, RAV4,Manual,Gasoléo,2,2017,48713,13998000
TOYOTA, RAV4,Manual,Gasoléo,2,2017,50039,14698000
TOYOTA, RAV4,Automático,Gasolina,2.5,2019,10910,28998000
TOYOTA, RAV4,Automático,Gasolina,2,2018,21893,19698000
TOYOTA, RAV4,Semi-Auto,Gasolina,2,2015,21232,15298000
TOYOTA, RAV4,Automático,Gasolina,2.5,2019,2764,37440000
TOYOTA, RAV4,Automático,Gasolina,2.5,2016,18880,20990000
TOYOTA, RAV4,Automático,Gasolina,2,2017,10028,19998000
TOYOTA, RAV4,Automático,Gasolina,2.5,2017,29515,20990000
TOYOTA, RAV4,Automático,Gasolina,2.5,2016,25614,23990000
TOYOTA, RAV4,Automático,Gasolina,2.5,2016,20101,23990000
TOYOTA, RAV4,Manual,Gasoléo,2,2016,30124,13495000
TOYOTA, RAV4,Manual,Gasoléo,2,2017,59205,15995000
TOYOTA, RAV4,Automático,Gasolina,2.5,2016,58100,17495000
TOYOTA, RAV4,Automático,Gasoléo,2.2,2014,41389,12998000
TOYOTA, RAV4,Manual,Gasoléo,2,2016,36030,13998000
TOYOTA, RAV4,Manual,Gasoléo,2,2017,32087,14998000
TOYOTA, RAV4,Automático,Gasolina,2.5,2016,19618,19498000
TOYOTA, RAV4,Automático,Gasolina,2.5,2019,5000,34990000
TOYOTA, RAV4,Manual,Gasoléo,2,2015,81503,9998000
